text,label,score,source_url,char_len,word_len
"We are on a quest to help provide food, shoes, schools, school supplies, water, toilets, toys and other needed things to people throughout the world and it is all happening through our Virtual Run Events. We love being involved in the running community and have made so many new running friends from all over the world. Thank you so much for participating! We are making a difference…one race at a time! With each virtual race we hold we choose a charity to raise funds for. Between Virtual Run Events and our sister site, Moon Joggers, we have donated more than $1,000,000 to charities around the world! *Cancellation/Refunds: Unfortunately, we cannot offer a refund for these events. We  have to immediately spend the money on ordering for the medals, bibs and shipping, so all sales are final. What is a Virtual Race? A virtual race is a race that can be run (or walked) from any location you choose. You can run, jog, or walk on the road, on the trail, on the treadmill, at the gym or on the track (or even at another race). You get to run your own race, at your own pace, and time it yourself. Running and walking on your own, or with friends! And your medal will be shipped directly to you. Complete a virtual 5Ks, 10K, half marathon and more! Each race benefits a difference charity For each of our virtual races, we choose a charity to donate a portion of each registration to. We’ve already raised more than $1,00,000 for charities from races here at Virtual Run Events!  Our goal is to continue to help different charities around the world",NON-EVENT,0,https://www.virtualrunevent.com/pages/about-us,1549,278
"As described in our Privacy Policy, we collect personal information from your interactions with us and our website, including through cookies and similar technologies. We may also share this personal information with third parties, including advertising partners. We do this in order to show you ads on other websites that are more relevant to your interests and for other reasons outlined in our privacy policy. Sharing of personal information for targeted advertising based on your interaction on different websites may be considered ""sales"", ""sharing"", or ""targeted advertising"" under certain U.S. state privacy laws. Depending on where you live, you may have the right to opt out of these activities. If you would like to exercise this opt-out right, please follow the instructions below. If you visit our website with the Global Privacy Control opt-out preference signal enabled, depending on where you are, we will treat this as a request to opt-out of activity that may be considered a “sale” or “sharing” of personal information or other uses that may be considered targeted advertising for the device and browser you used to visit our website.",NON-EVENT,0,https://www.virtualrunevent.com/pages/do-not-sell-or-share-my-personal-information,1152,184
"My Blog - Virtual Races and More! Virtual 5K Race: Ultimate Guide to a Modern Run... In the ever-evolving world of fitness, virtual races have emerged as a popular and innovative way to participate in running events. Among these, the virtual 5K race stands out as... What Is A Virtual Race? A virtual race is a type of running event that allows participants to complete the race distance at their own pace and location, rather than attending a traditional race in... Training Programs for Virtual Runs: 5K to Marathon Embarking on a virtual run offers a unique way to challenge yourself and achieve personal fitness goals, but to get the most out of your virtual race experience, a well-planned... Virtual Runs Overview: Everything You Need to Know In recent years, virtual runs have surged in popularity, offering runners a unique and flexible way to participate in races without the constraints of traditional in-person events. These races have...",NON-EVENT,0,https://www.virtualrunevent.com/blogs/news,949,157
The highest price is $99.00 2025 New Year Challenge - Year of the Snake 2.025 Mile 20.25 Mile 202.5 MILE- Benefitting Soles4Souls 2025 See the World a Different Way 1M 5K 10K 13.1 26.2- Benefitting The Doug Flutie Jr Foundation for Autism STICKER - Run with Heart 2025 We Rise Together 1M 5K 10K 13.1 26.2 - Benefitting Rise Against Hunger CLEARANCE - 2024 Kindness is Free 1M 5K 10K 13.1 26.2 CLEARANCE - 2024 One Hit Wonder 1M 5K 10K 13.1 26.2 50K 50M 100K 100M STICKER -  I’m Your Huckleberry STICKER RACES - Stickers and Bibs,NON-EVENT,0,https://www.virtualrunevent.com/collections/clearance-race-medals-and-gear,529,98
"! We strive to deliver your orders promptly and efficiently. Please review our shipping policy below: All orders are processed within Orders placed on weekends or holidays will begin processing on the next business day. Shipping Rates & Delivery Estimates Shipping charges are calculated at checkout and depend on the delivery location and chosen shipping method. Estimated delivery times are as follows: Delivery times may vary due to factors outside our control, such as customs processing for international orders or unforeseen carrier delays. We currently ship worldwide. However, delivery to certain remote locations may take longer. Once your order is shipped, you will receive an email with a tracking number. Use this to monitor your order's progress via our shipping partner’s website. While we ensure proper packaging for your orders, we cannot guarantee against damages or loss during transit. If your item is lost or arrives damaged, please contact us within of delivery with the following: Photos of the damaged item and packaging We will work with the carrier to resolve the issue or offer a replacement if necessary. For international orders, customs fees, import duties, or taxes may apply. These charges are the buyer's responsibility and are determined by the destination country's policies. We recommend checking with your local customs office for further information. If you have any questions about our shipping policy, feel free to reach out to our support team at: We’re here to assist you and ensure your Virtual Run Event experience is exceptional!",NON-EVENT,0,https://www.virtualrunevent.com/policies/shipping-policy,1573,248
Making a Difference…One Race at a Time. Clearance Race Medals and Gear CHECK OUT ALL OF OUR RACES! Pack of 100 Running Themed Stickers,NON-EVENT,0,https://www.virtualrunevent.com/,134,24
Don’t forget to use code  GIVE50 to save 50% on !  This codes expires December 25th! Sign up for races,NON-EVENT,0,https://www.virtualrunevent.com/pages/enter-to-win,102,20
"VIP MEMBERSHIP AND LOYALTY PROGRAM Join the Club: VIP Membership for Virtual Run Events Unlock the ultimate experience for runners, walkers, and fitness lovers alike with our For just one yearly fee, you’ll gain exclusive access to 50% off on our website — all year long. Whether you're collecting medals, crushing goals, or gifting gear, the savings add up fast. Plus, you'll be added to our Loyalty Program, which is for Members Only and allows you to earn points to earn store credit to save even more on races! But that’s not all. As a VIP, you'll also receive and surprise bonuses sent straight to your inbox throughout the year — think early access, limited-edition swag, and more insider benefits that make your journey even more rewarding. Save Big. Run More. Get Rewarded. Join today and make every mile count. Saving 50% on each race is the same as getting two races for the price of one!",NON-EVENT,0,https://www.virtualrunevent.com/pages/vip-membership-and-loyalty-program,898,157
When you purchase a medal it comes with a bib where you can write your name and results.  Some people have asked for a bib they can print out. Below you can print a generic bib and fill in the details on your own. You can also print out a generic completion certificate and fill it out.  Thanks!,NON-EVENT,0,https://www.virtualrunevent.com/pages/print-a-bib,295,58
"Get 15% off your purchase of virtual runs and running medals when you sign up for our newsletter! SUBMIT YOUR VIRTUAL RACE RESULTS Thank you so much for participating in our virtual runs!  Once you are signed up, you can complete your race and then submit your results.  Submitting your results is optional. Running medals will ship out within 2 to 5 days of signing up, unless otherwise specified. *You do not have to be logged in to the website to submit your results. Click Here To Submit Virtual Race Results 2025 Full Moon Challenge Participants IF YOU HAVE SIGNED UP FOR OUR 2025 FULL MOON CHALLENGE YOU CAN CLICK THE LINK BELOW TO GET TO YOUR PARTICIPANT DASHBOARD WHERE YOU CAN LOG YOUR MILES. YOU WILL HAVE TO LOG IN ON THAT SITE USING THE SAME EMAIL YOU USED WHEN YOU SIGNED UP FOR THE CHALLENGE. LOG YOUR 2025 FULL MOON MILES HERE Print a Bib and Finisher's Certificate for Virtual Runs CLICK HERE TO PRINT A BIB OR FINISHER’S CERTIFICATE CLICK HER TO PRINT BIB AND CERTIFICATE",NON-EVENT,0,https://www.virtualrunevent.com/pages/submit-results,988,179
STICKER - Sorry For What I said When I was Hungry ULTIMATE PACKAGE: 25 MEDALS and BIBS + 9 STICKER RACES and BIBS PACKAGE! STICKER - LIVE LOVE FIGHT STICKER: Stronger Than The Storm STICKER: Just One More Mile STICKER -  Buttered Biscuit Cat,NON-EVENT,0,https://www.virtualrunevent.com/collections/stickers,241,44
