text,label
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE,NON-EVENT
© 2025,EVENT
All Rights Reserved | Keuka Lake Wine Trail Website Design by Simple Marketing LLC Share by:,NON-EVENT
HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Stay connected,NON-EVENT
800.440.4898,EVENT
info@keukawinetrail.com HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
"SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Don't Hesitate to Reach Out Contact us The Keuka Lake Wine Trail is a 501(c)(6) non-profit membership-based organization located in Penn Yan, NY. We have a long-standing relationship with the Yates County Chamber of Commerce and Visitors Center that assist with the administration and marketing of the trail. Our main purpose is to promote our member wineries and visitation to the Keuka Lake area. Our trail is smaller in size, but big on impact. We hold endless love and a high respect for Keuka Lake and the surrounding area. We are committed to making high quality Finger Lakes wines that we are proud to share with you. Your questions and comments are important to us. We will reply to your emails or voicemails within 24-48 hours. For media inquiries, please contact Marketing Manager, Chelsea Race by phone or by filling out the form below.",NON-EVENT
"315.536.5056 Monday-Friday, 9:00am-4:00pm",EVENT
"Afterhours, please leave a detailed voice mail.",NON-EVENT
"Mail: Keuka Lake Wine Trail, 2375 State Route 14A, Penn Yan, NY 14527",EVENT
HERON HILL WINERY,NON-EVENT
800.441.4241,EVENT
VISIT HUNT COUNTRY VINEYARDS,NON-EVENT
315.595.2812,EVENT
VISIT KEUKA SPRING VINEYARDS,NON-EVENT
315.536.3147,EVENT
VISIT VINEYARD VIEW WINERY,NON-EVENT
315.694.7262,EVENT
VISIT WEIS VINEYARDS,NON-EVENT
607.284.4011,EVENT
VISIT DOMAINE LESEURRE,NON-EVENT
607.292.3920,EVENT
"VISIT Send us a message Fill out the form below, and we'll get back to you ASAP. Contact Us First Name: Last Name: Company: Address: City: State: Zip Code: Phone: Email: Message: In Response to My Message: Email Me Phone Me in the Morning Phone Me in the Afternoon How Did You Hear About KLWT Events: Family or Friends Fingerlakeswinecountry.com KLWT Brochure Web Search Hotel or Motel or B&B Regional Guide Social Media KLWT Email Newsletter Newspaper or Magazine Other Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later. Join our newsletter Never miss an update from the KLWT. Email Subscription - Mobile Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later. Join our newsletter Never miss an update from the KLWT. Email Subscription - Desktop Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later.",NON-EVENT
we proudly support the local wine & Tourism industry.,EVENT
Button Button Button Button Button Button Eastern Winery Exposition and Conference Button Keuka lake wine trail,NON-EVENT
2375 State Route 14A,EVENT
"Penn Yan, NY 14527 Contact the klwt",NON-EVENT
315 -536 -5056,EVENT
JOIN OUR EMAIL LIST ADVERTISE stay connected HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE,NON-EVENT
© 2025,EVENT
All Rights Reserved | Keuka Lake Wine Trail Website Design by Simple Marketing LLC Share by:,NON-EVENT
HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Stay connected,NON-EVENT
800.440.4898,EVENT
info@keukawinetrail.com HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Handcrafted Holiday,NON-EVENT
"Saturday, November 8th, 2025 10:00 am - 5:00 pm",EVENT
$110/person (all inclusive of taxes & fees),NON-EVENT
Get ready for the holiday season along the Keuka Lake Wine Trail! Raise your glasses and your spirits as you take a self-guided tour of our member wineries.,EVENT
"Enjoy a unique, specially-prepared experience at each winery. This immersive and experiential event goes beyond a regular tasting room experience. You'll have a custom itinerary for the day where you’ll be treated to special tastings, wine samples, and holiday inspired food pairings curated by Lake Life Catering. Your ticket includes a unique tasting experience at six participating member wineries with a custom itinerary including 4 wine samples at each stop and food pairings. This is not just your average tasting! Experiences range from owner/winemaker led tastings, behind the scenes discussions, vertical tastings, tasting unreleased wines, and more. For tickets, select an itinerary that determines your desired starting winery below. If you’re looking to hire transportation, please view our transportation partners here . If you need to purchase a ticket for a designated driver, please use code DD2025 at check out to receive $25 off one ticket. Handcrafted Holiday Menu",NON-EVENT
2024 Menu:,EVENT
"Greens Cherries, candied walnuts, chevre, honey balsamic Deviled Egg Pickled beets & carrots, arugula Corn Chowder French bread baguette Beef Tenderloin Crostini Horseradish sauce, pickled onion, spinach salad Crab Cakes Remoulade sauce, lemon Profiterole Vanilla pastry cream, chocolate drizzle, berries purchase tickets Select your unique starting point and itinerary details to know",NON-EVENT
Important information to know before attending a Signature Event.,EVENT
"Your ticket confirmation will come for the Yates County Chamber of Commerce, our ticketing partner. You must select an itinerary and starting winery of your choosing and follow the time and schedule for the day. You cannot visit wineries out of order in your custom itinerary. If you arrive late, we cannot guarentee you'll recieve the full experiecne at each winery. Each itinerary option has a limited quantity of tickets. If you are planning to attend the event with a group of friends/family/couples, it is important to purchase tickets on one order, to guarantee that all attendees will have the same itinerary. The maximum group size for wine trail events are 6 people at this time. There will be times where you'll be in the same space with a small group of other people. Tickets are non-refundable and do not include lodging or transportation.",NON-EVENT
"Your state-issued photo ID, drivers license, will be required to be shown at your first winery of your chosen itinerary to prove that you are 21 years of age or older. Everyone in your party will be required to show their state issued ID.",EVENT
"For any questions, please contact our ticketing provider, Bandwango, for support. Email support@bandwango.com",NON-EVENT
or 888-921-5333 (call or text),EVENT
"CONTACT US Join our newsletter Never miss an update from the KLWT. Email Subscription - Mobile Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later. Join our newsletter Never miss an update from the KLWT. Email Subscription - Desktop Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later.",NON-EVENT
we proudly support the local wine & Tourism industry.,EVENT
Button Button Button Button Button Button Eastern Winery Exposition and Conference Button Keuka lake wine trail,NON-EVENT
2375 State Route 14A,EVENT
"Penn Yan, NY 14527 Contact the klwt",NON-EVENT
315 -536 -5056,EVENT
JOIN OUR EMAIL LIST ADVERTISE stay connected HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE,NON-EVENT
© 2025,EVENT
All Rights Reserved | Keuka Lake Wine Trail Website Design by Simple Marketing LLC Share by:,NON-EVENT
HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Stay connected,NON-EVENT
800.440.4898,EVENT
info@keukawinetrail.com HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE What to do in the Finger Lakes Member wineries' upcoming events Discover the klwt Enjoy various events at Member Wineries throughout the year.,NON-EVENT
"See what some of your favorite wineries have coming up. From live music to large harvest celebrations, our member wineries are constantly bringing more fun events to you.",EVENT
"Be sure to follow our member wineries on Facebook and Instagram to stay updated on all of their upcoming events on the Keuka Lake Wine Trail. MEMBER WINERIES Join our newsletter Never miss an update from the KLWT. Email Subscription - Mobile Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later. Join our newsletter Never miss an update from the KLWT. Email Subscription - Desktop Footer First Name Last Name Email State Thank you for contacting us. We will get back to you as soon as possible. Oops, there was an error sending your message. Please try again later.",NON-EVENT
we proudly support the local wine & Tourism industry.,EVENT
Button Button Button Button Button Button Eastern Winery Exposition and Conference Button Keuka lake wine trail,NON-EVENT
2375 State Route 14A,EVENT
"Penn Yan, NY 14527 Contact the klwt",NON-EVENT
315 -536 -5056,EVENT
JOIN OUR EMAIL LIST ADVERTISE stay connected HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE,NON-EVENT
© 2025,EVENT
All Rights Reserved | Keuka Lake Wine Trail Website Design by Simple Marketing LLC Share by:,NON-EVENT
HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Stay connected,NON-EVENT
800.440.4898,EVENT
info@keukawinetrail.com HOME MEMBER WINERIES DOMAINE LESEURRE WINERY HERON HILL WINERY HUNT COUNTRY VINEYARDS KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY WEIS VINEYARDS TASTING PASSPORT WINERY HOURS AND OFFERINGS PLAN YOUR VISIT LOCAL LODGING,NON-EVENT
TOURS AND TRANSPORTATION,EVENT
ATTRACTIONS AND RESTAURANTS KLWT BROCHURE EVENTS,NON-EVENT
SIGNATURE EVENTS,EVENT
"SAVORING SWEETS WINE AND CHEESE LOVERS HANDCRAFTED HOLIDAYS MEMBER WINERY EVENTS TASTING PASSPORT PAWS &  POURS ABOUT US OVERVIEW CONTACT ADVERTISE Keuka Lake Wine Trail Member Wineries Wineries of keuka lake Experience a truly memorable getaway. The family-owned wineries of the Keuka Lake Wine Trail are dedicated to producing wines of the highest quality and to making your visit to our area truly enjoyable and memorable. Our wineries have been in business for an average of 25 years and continue to receive critical acclaim, including Best Wine in America and Chairman’s Awards from prestigious wine competitions, multiple Governor’s Cups in New York State and 90-point ratings from Wine Spectator & Wine Enthusiast. Many of our owners’ families have committed themselves to quality viticulture for generations, and we are all devoted to preserving our vineyards and surrounding region for many more to come. WINE TRAIL MAP DOMAINE LESEURRE WINERY LEARN MORE HERON HILL WINERY LEARN MORE HUNT COUNTRY VINEYARDS LEARN MORE KEUKA SPRING VINEYARDS LEARN MORE VINEYARD VIEW WINERY LEARN MORE WEIS VINEYARDS LEARN MORE Domaine LeSeurre Winery East Side of Keuka Lake. Hammondsport, NY. Originally from Champagne, France, their family has handcrafted wine for six generations. After passionately enjoying 15 vintages around the world, they fell in love with the beautiful Finger Lakes region and terroir. They are now living our lifelong dream of creating artisan wines. Enjoy an educational tasting with a passionate team or relax with your friends and family on their terrace overlooking beautiful Keuka Lake. Visit the tasting room on Keuka Lake and delight in a memorable experience, leaving as a member of the family. They unite their French heritage and new world wine experience to develop Finger Lakes wines which pair well with fine cuisine as well as casual fare. Céline & Sébastien LeSeurre Owners & Winemakers Laurette, Manon, & Lilou LeSeurre Future Winemakers and 7th Generation ADDRESS 13920 State Route 54 Hammondsport, NY 14840 ﻿ Get Directions to Domaine LeSeurre Winery CONTACT",NON-EVENT
607-292-3920,EVENT
"VISIT Open Daily : 10am-6pm ﻿ Reservations are not required. Book a Wine & Food Experience here. ADDRESS 13920 State Rt 54 Hammondsport, NY 14840 Get Directions to Domaine LeSeurre Winery CONTACT",NON-EVENT
607-292-3920,EVENT
"VISIT Open Daily: 10am-6pm Reservations are not required. Book a Wine & Food Experience here. DOMAINE LESEURRE Heron hill winery West Side of Keuka Lake. Hammondsport, NY.",NON-EVENT
"Heron Hill Winery has been dedicated to excellence in winemaking and practicing sustainable viticulture in the Finger Lakes region since 1977. Over the course of 40+ years, the winery has become a coveted destination for award-winning wine, weddings, music and food events with a vista of Keuka Lake many seek to find.",EVENT
"Journey through the rolling hills and sample wine in one of the most spectacular tasting rooms in the world, named by Travel + Leisure. Heron Hill produces 7 different styles of Riesling; as well as Chardonnay, Cabernet Franc, the popular Eclipse wine series and many more. ADDRESS",NON-EVENT
"9301 County Road 76, Hammondsport, NY 14840",EVENT
Get Directions to Heron Hill Winery. CONTACT,NON-EVENT
800-441-4241,EVENT
"VISIT Open Monday, Thursday-Saturday: 10am-5pm, Sundays 12-5pm Reservations are preferred for tastings. Walk-ins welcome as available. Book your tasting here. ADDRESS",NON-EVENT
"9301 County Road 76, Hammondsport, NY 14840",EVENT
Get Directions to Heron Hill Winery. CONTACT,NON-EVENT
800-441-4241,EVENT
"VISIT Monday – Saturday:  10am–5pm Sunday: Noon–5pm Reservations are required for tastings. Book your tasting here. HERON HILL WINERY Hunt country vineyards West Side of Keuka Lake. Branchport, NY.",NON-EVENT
"Farming for seven generations and crafting wine since 1981, the Hunt's are one of the founding families of the Finger Lakes wine region in New York. They continue to be a family-run winery focused on managing their vineyards and business as part of a complete and healthy ecosystem. Hunt Country Vineyards is a member of the International Wineries for Climate Action and recipient of the 2020 Sustainability Award from the NY Wine & Grape Foundation. Hunt Country Vineyards is the oldest continuous producer of genuine Ice Wine in the United States. And they've recently released their Uncharted Terroir wines made from regionally-adapted, climate-resilient grape varieties. Enjoy a succulent Riesling, a vibrant Rosé, or a full-bodied red in their beautiful tasting room or in their scenic outdoor seating areas. They offer a wide selection of picnic items, as well as an extensive gift shop. Also, be sure to check out their evolving calendar of events, celebrations, and hands-on workshops.",EVENT
Free electric vehicle charging stations for customers. ADDRESS,NON-EVENT
"4021 Italy Hill Road, Co Rd 32, Branchport, NY 14418",EVENT
Get Directions to Hunt Country Vineyards. CONTACT,NON-EVENT
315-595-2812,EVENT
VISIT See current hours here. Reservations are preferred. Walk-ins welcome as available. Book your tasting here. ADDRESS,NON-EVENT
"4021 Italy Hill Road, Co Rd 32, Branchport, NY 14418",EVENT
Get Directions to Hunt Country Vineyards. CONTACT,NON-EVENT
315-595-2812,EVENT
"VISIT Monday-Saturday: 10am-5pm Sunday: 11am-5pm Reservations are preferred. Walk-ins welcome as available. Book your tasting here. HUNT COUNTRY VINEYARDS keuka spring VineyardS East Side of Keuka Lake. Penn Yan, NY. Family-owned and operated, Keuka Spring Vineyards has welcomed guests to their scenic tasting room overlooking Keuka Lake for over four decades. Known for outstanding quality, warm hospitality, and a stunning panorama, the winery proudly presents an array of red, white, and rosé wines, and specializing in Rieslings and Gewürztraminers.",NON-EVENT
"Distinguished by a winemaking team dedicated to transforming each harvest into a wine that authentically captures the essence of the fruit and the vintage, Keuka Spring Vineyards take pride in crafting a genuine and memorable experience for every enthusiast. Join them for seasonal vineyard tours, music and food events, and to sip and savor exceptional wines cultivated in the heart of the Finger Lakes.",EVENT
"ADDRESS 243 State Route 54, East Lake Road, Penn Yan, NY 14527 Get Directions to Keuka Spring Viineyards. CONTACT",NON-EVENT
315-536-3147,EVENT
"﻿ VISIT April-November: Open Daily: 10am–5pm ﻿ December-March: Open Friday-Sunday: 10am-5pm ADDRESS 243 State Route 54, East Lake Road, Penn Yan, NY 14527 Get Directions to Keuka Spring Viineyards. CONTACT",NON-EVENT
315-536-3147,EVENT
"﻿ VISIT April-November: Open Daily: 10am–5pm December, February & March: Open Friday-Sunday: 10am-5pm January: Open Saturdays: 10am-5pm KEUKA SPRING VINEYARDS VINEYARD VIEW WINERY West Side of Keuka Lake. Keuka Park, NY.",NON-EVENT
"Nestled on a hillside draped in vineyards overlooking Keuka Lake, Vineyard View Winery is a charming fifth-generation farm with a history dating back to 1893. The husband and wife duo of Adam and Nikki Folts own and run the winery. They meticulously farm 180 acres of vineyards and craft a diverse range of boutique wines. Immerse yourself in the stunning panoramic views, relish the picturesque landscapes, indulge in our wines, and experience why our family has cherished this land for generations.",EVENT
ADDRESS,NON-EVENT
"2971 Williams Hill Road,",EVENT
"Keuka Park, NY 14478 Get Directions to Vineyard View Winery. CONTACT",NON-EVENT
315-694-7262,EVENT
VISIT Open Thursday-Monday: 10am-5pm View our current seasonal hours here. Book your group reservation today. ADDRESS,NON-EVENT
"2971 Williams Hill Road,",EVENT
"Keuka Park, NY 14478 Get Directions to Vineyard View Winery. CONTACT",NON-EVENT
315-694-7262,EVENT
"VISIT Hours vary by season. View our current seasonal hours here. VINEYARD VIEW WINERY Weis VineyardS East Side of Keuka Lake. Hammondsport, NY. Born in Zell Mosel, Germany, Winemaker Hans Peter Weis grew up in the vineyards and cellar of his family winery. It is there that he gained his passion for wine. Continually learning and working with his family to learn the techniques and traditions of the Mosel. Once he was of age he furthered his education by receiving his degree in Winemaking, Business & Agriculture. ​After university, he decided it was time to travel away from home and gain experience throughout different wine regions. This is how he ended up finding his way to the Finger Lakes region of New York just a few short years later.  He spent 11 vintages in the Finger Lakes working as a winemaker and vineyard manager before deciding it was time to start his own winery.​",NON-EVENT
"In the spring of 2016 he and his wife Ashlee, a native of the Finger Lakes, decided they would begin this adventure together and open up Weis Vineyards. Join them for a personalized tasting of their handcrafted wines or sip and relax on the lawn!",EVENT
"ADDRESS 10014 Day Road, Hammondsport, NY 14840 Get Directions to Weis Vineyards. CONTACT",NON-EVENT
607-284-4011,EVENT
"VISIT Open Daily: 10am-5pm ADDRESS 10014 Day Road, Hammondsport, NY 14840 Get Directions to Weis Vineyards. CONTACT",NON-EVENT
607-284-4011,EVENT
VISIT Open Daily: 10am-5pm WEIS VINEYARDS KEuka lake wine trail tasting passport enjoy convenience & exclusive discounts. TASTING PASSPORT Keuka Lake Wine Trail Story Drink wine from the Finger Lakes.,NON-EVENT
"The wineries of the Keuka Lake Wine Trail produce a broad range of fine cool-climate wines, from our region's signature Cabernet Franc and Riesling to delicious, intriguing and less-known varietals and proprietary blends. Our wines are best known for their lovely balance and uniquely vibrant fruit flavors, which beautifully complement a wide variety of fine cuisine.",EVENT
